Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Choi Jeong,05/23/2025,SSG,,LG,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Choi Jeong,05/24/2025,SSG,,LG,2,2,2,1,0,1,2,2,1,1.0,1.0,3.0,4.0,0,0,0,0,6,6,2025
Kim In-Hwan,05/24/2025,Hanwha,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim In-Hwan,05/25/2025,Hanwha,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Jeong,05/27/2025,SSG,,NC,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim In-Hwan,05/27/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Jeong,05/28/2025,SSG,,NC,5,2,3,1,0,1,3,0,0,0.6,0.6,1.4,2.0,0,0,0,1,8,7,2025
Choi Jeong,05/29/2025,SSG,,NC,0,2,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,0,0,0,2,0,2025
Choi Jeong,05/31/2025,SSG,,Lotte,4,0,0,0,0,0,1,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Luis Liberato,06/22/2025,Hanwha,,Kiwoom,5,1,3,1,0,0,1,0,0,0.6,0.6,0.8,1.4,0,0,0,2,5,4,2025
Luis Liberato,06/25/2025,Hanwha,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Luis Liberato,06/26/2025,Hanwha,,Samsung,4,0,2,1,0,0,1,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2025
Luis Liberato,06/27/2025,Hanwha,,SSG,4,1,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,0,0,2,3,2,2025
Lee Ju-hyoung,06/28/2025,Kiwoom,,Samsung,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Luis Liberato,06/28/2025,Hanwha,,SSG,4,1,2,0,0,1,3,0,0,0.5,0.5,1.25,1.75,0,0,0,1,6,5,2025
Lee Ju-hyoung,06/29/2025,Kiwoom,,Samsung,5,2,4,0,0,0,2,0,0,0.8,0.8,0.8,1.6,0,0,0,4,8,4,2025
Luis Liberato,06/29/2025,Hanwha,,SSG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
